image	caption
/content/MediaEval_NewsImages/Training Dataset/B16D110FBCE3A44F5827DFEA4326E5B4.jpg	Todd Barnes takes oath of office as new district court judge in Norristown barnes gregory scott elliott greenleaf siedzikowski todd n barnes john savoth carolyn t carluccio todd barnes norristown community justice unit commonwealth court kutztown university norristown area high school montgomery county magisterial district court supreme court temple university beasley school of law carl hessler jr medianews group appellate court procedural rules committee district court youth court
/content/MediaEval_NewsImages/Training Dataset/7D5BD671B62974EF934E6C9F63F247D4.jpg	How Colson Whitehead's childhood helped inspire crime novel 'Crook Manifesto' â€“ Daily Tribune pope colson whitehead richard pryor bill cosby samuel z arkoff ray carney las vegas world trade center beach party american international pictures american international national humanities medal whole foods trader joe
/content/MediaEval_NewsImages/Training Dataset/C3FE0350E859FFC79A3D0AA88895B911.jpg	Importance of drug addiction awareness in schools partnerships supportive networks
/content/MediaEval_NewsImages/Training Dataset/3EB49C52C0BC82A0416F63360E4BCE0D.jpg	Fannie Mae tweaks its recession forecast committee weekly application mortgage bankers association fannie mae
/content/MediaEval_NewsImages/Training Dataset/75B637C39C74DB7908B7BE91F4BF0B24.jpg	Lanes blocked on I-75 near Fletcher Avenue after crash in Tampa department of transportation
/content/MediaEval_NewsImages/Training Dataset/7FF2BE764D483ED34FB133CF395E8744.jpg	Govt committed to support Transgenders: Dr Mehta of social justice
/content/MediaEval_NewsImages/Training Dataset/89ACB55B4F51B80B5A41143E662160BE.jpg	SofÃ­a Vergara and Joe Manganiello: The real reason behind their divorce manganiello vergara y joe manganiello 
/content/MediaEval_NewsImages/Training Dataset/840F5207259B0964C9A7C8E53A9AF90E.jpg	Dustin Lynch covers Toby Keith with young fan onstage lynch toby keith shouldve dustin instagram 
/content/MediaEval_NewsImages/Training Dataset/5E6887B6895D164D4085F78E0EE0705D.jpg	Nickelodeon Brings Teenage Mutant Ninja Turtles: Mutant Mayhem, Avatar: The Last Airbender, Good Burger 2 Activations, Exclusives and More to Comic-Con Booth (Exclusive) squarepants kel mitchell kenan thompson paramount pictures edition disliz nickelodeon united states
/content/MediaEval_NewsImages/Training Dataset/3E5F132F028171B41D07FE6B409201DB.jpg	Sununu Will Not Run for Fifth Term as New Hampshire Governor rudy ruettiger ray buckley stephanie murray kelly ayotte frank edelblut joyce craig chuck morse cinde warmington chris sununu hampshire democratic party twitter buckley u s senate
/content/MediaEval_NewsImages/Training Dataset/416CFBB991EBAC3E1E745A65051A985D.jpg	What ingredients are shaping the future of sugar reformulation? sarah diedrich adm
/content/MediaEval_NewsImages/Training Dataset/2E0EC83654314490C9A7FD1B560FB3BD.jpg	Turning 69: the best is yet to come erotique serge gainsbourg jane birkin google
/content/MediaEval_NewsImages/Training Dataset/55F2AC61BB9EC9297F64F78CC9316693.jpg	Jennifer Lopez steps out in LA in a gorgeous red dress loreto ben affleck jennifer lopez jennifer lopez jennifer lopez beverly hills instagram
/content/MediaEval_NewsImages/Training Dataset/799BE69673BB0CF612B03902EAD3EBA5.jpg	41 Percent of Illegal Immigrant Group Biden Admin Released Into US Never Showed Up for Court Dates force u s department of homeland security united states
/content/MediaEval_NewsImages/Training Dataset/8D7EC9506BDF6CAD527BAB42B8047DC1.jpg	New Conflicting Report On YouTube Influencer Annabelle Ham's Cause Of Death new york post instagram kennesaw state university
/content/MediaEval_NewsImages/Training Dataset/03FC9AE2EB6C841C93018D7D7AAF6DE6.jpg	Worst Names For Singles To Date Here In Minnesota twins hauled into court courtesy shane co shane co
/content/MediaEval_NewsImages/Training Dataset/32B2F423B10BF7D5AB9C820B192C429A.jpg	Sarah Hyland shares hilarious 'Instagram vs Reality' photos ahead of the premiere of the latest season of Love Island USA vandenberg sarah hyland instagram
/content/MediaEval_NewsImages/Training Dataset/7209BAEFE0BFCA9DEDC3D60A6240DF24.jpg	Federal judge nixes Donald Trump's bid to move hush-money criminal case, keeping it in state court r sisak larry neumeister stormy daniels michael cohen michael sisak associated press twitter
/content/MediaEval_NewsImages/Training Dataset/224329DA60BDF48F976E866BEB599510.jpg	'The Mandalorian' costume designer Shawna Trpcic on Emmy nominations, dressing Lizzo and Jack Black shawna trpcic jack black disney
/content/MediaEval_NewsImages/Training Dataset/A9913E07B27BEC8F9920ED501FCB50AB.jpg	Order up! Alberta government is auctioning off a giant donair costume sun alterian inc postmedia network inc
/content/MediaEval_NewsImages/Training Dataset/BE732F87C1B7C035226E3CB26FEF3BA3.jpg	Funding for LGBT Center of Greater Reading stripped by U.S. House Republicans cole andy harris chrissy houlahan ryan zinke boston public school house appropriations committee republican party community project funding young communist league william way community center
/content/MediaEval_NewsImages/Training Dataset/612506B945167DBFB77BA418DB1A4868.jpg	Stuart Varney: Biden believes taxpayers 'owe' students who borrow money jean-pierre stuart varney varney co
/content/MediaEval_NewsImages/Training Dataset/10AE6B14B844E92B8B23235FBD1E63DE.jpg	Joan Smalls rocks red thong bikini while relaxing on yacht during lavish vacation in Spain kathissumi tom ford joan instastoried stasya generalova bernard smith joan smalls interamerican university of puerto rico instagram
/content/MediaEval_NewsImages/Training Dataset/E59237955586496B16A2F12F470B8DE1.jpg	Gas explosion leaves several injured in downtown Johannesburg police reuters
/content/MediaEval_NewsImages/Training Dataset/25D872D9DE7260FD30CAD09D1F4ACE3E.jpg	Wesleyan University ends legacy admissions. How common is it? roth vern granger amin abdul-malik gonzalez peter salovey supreme court wesleyan university yale law school yale university
/content/MediaEval_NewsImages/Training Dataset/E0FD75B653AF31196336D98ED2EAB4B0.jpg	Julio Urias has another rough start as Dodgers lose to Orioles urias felix bautista ramon urias james outman jorge mateo gunnar henderson max muncy jason heyward national league
/content/MediaEval_NewsImages/Training Dataset/F88FC19915C75707935E8827E2614829.jpg	Did You Find a Zip Tie on Your Vehicle? Be Extra Careful Idaho! police department ada county sheriff office
/content/MediaEval_NewsImages/Training Dataset/E36C5B2EE77D5BEC581F461CB3FE6F24.jpg	Alaska Man's Helmet-Mounted GoPro Recorded His Own Drowning In Glacial Lake | NewsRadio WKCY police department facebook
/content/MediaEval_NewsImages/Training Dataset/27B83900188C06BEB61238E146028B6D.jpg	Criminal charges dropped against Oakland County attorney for alleged firearms-related incident williams john fitzgerald steve werner patrick bagley gerald gleeson daniel obrien pontiac district court keego harbor police department oakland press on oakland county circuit court
/content/MediaEval_NewsImages/Training Dataset/81F001BC974BA855CB820EB700463A6A.jpg	Three-judge bench to hear pleas relating to criminalisation of marital rape: SC misra justice shakdher justice shankar tushar mehta justice c hari shankar justice d y chandrachud justice rajiv shakdher indira jaising karnataka high court delhi high court supreme court on supreme court
/content/MediaEval_NewsImages/Training Dataset/A949ABB0C7C183BCFDBB80795D798A84.jpg	Top Junk Foods Announced for Iowa, Wisconsin, & Illinois states national junk food day hills brewing company in dubuque
/content/MediaEval_NewsImages/Training Dataset/9BFDFDACB90D0742142D03A9C849B165.jpg	Groove to Barbie the Album at this exclusive Dance Blowout Party! lipa nicki minaj paula nicole studio dance club dance blowout party
/content/MediaEval_NewsImages/Training Dataset/2D2F5534EC993B46E3E6F7ACE5FA404C.jpg	'As a kid, you pray for the opportunity': Fine ready to take the reins of Riders' offence dickenson jake dolegala jake wieneke cody fajardo kian schaffer-baker brayden lenius kelly jeffrey pete robertson trevor harris university of north texas centre peter godber
/content/MediaEval_NewsImages/Training Dataset/4A11FDDBBA383E6C6B22FE1E37F9821A.jpg	BREAKING: Surrey ordered to proceed with Surrey Police Service pettigrew mike farnworth jack hundial doug mccallum brenda locke safe surrey coalition surrey police service
/content/MediaEval_NewsImages/Training Dataset/59041887F0DAEE4F944C343E3FA65DF7.jpg	Shreveport's Agora Borealis to celebrate 9 years with picnic haley horne katy larsen facebook
/content/MediaEval_NewsImages/Training Dataset/DC4A5E73619F34B2FAE96547008F779A.jpg	Feds' response to Wet'suwet'en human rights case 'embarrassing': Amnesty International adsett carlos bernal pulido amnesty international canada supreme court organization of american states american commission on human rights
/content/MediaEval_NewsImages/Training Dataset/273779281B00B25407C87B2B5036FB0B.jpg	Suspected underground gas explosion rips open roads in Johannesburg lesufi shiraaz mohamed 
/content/MediaEval_NewsImages/Training Dataset/353D71A80EB3669D2A0685BCC3130647.jpg	'Will & Grace' celebrates 25th anniversary with nostalgic new exhibit center instagram
/content/MediaEval_NewsImages/Training Dataset/ABE8645741C689DB83F610F798ED0549.jpg	'Oppenheimer' review: Christopher Nolan's fiery sound, fury krumholtz martin j sherwin albert einstein danny deferrari lewis strauss rami malek josh harnett j robert oppenheimer robert downey jr matt damon boris pash casey affleck kenneth branagh cillian murphy kai bird jack quaid kitty oppenheimer emily hoyte van hoytema kitty oppenheimer benny safdie downey chaplin frank dylan arnold christopher nolan jean tatlock florence pugh tom conti triumph u s atomic energy commission
/content/MediaEval_NewsImages/Training Dataset/D97F234D21AD6A037C4DB697BBCA83D4.jpg	UAE President hosts official reception for President Erdogan al watan zayed al nahyan tayyip erdogan abu dhabi emirates
/content/MediaEval_NewsImages/Training Dataset/CA05F34C4E2D3585CCC770C7BB6526D6.jpg	Srijit -Dhruba | Sources reveal new update on Srijit Mukherji and Dhruba Banerjee's new film dgtl using technology google twitter service providers facebook third party personal information terms of service market research information collected using technology services you home delivery department
/content/MediaEval_NewsImages/Training Dataset/07A17CC531AB893469A40EE69C550763.jpg	Community calendar Brantford | Chatham Daily News graham bell adele alfano janet bell malakai fox gary us bonds mike thorpe knights hall brian wood lucy marco james anthony randy bachman chuck jackson fred proia doug snooks community centre wednesdays branlyn community centre call the adult recreation therapy centre holiday inn central brant women probus club fairview community centre charity garage sale heritage united church day program woodman seniors group torchmen quartet at burtch baptist church beckett recreation centre pleasant united church river council on river women probus club sandy heidi macgregor at burtch baptist church autism dog services cowan community health hub burtch baptist church paris centre presbyterian church adult recreation therapy centre watchmen at burtch baptist church paris legion branch faith lutheran church navy club
/content/MediaEval_NewsImages/Training Dataset/8661B0710760A77499DF30213C708EBE.jpg	Mike Tyson promised $620 million pot to face heavyweight champ tyson gypsy king evander holyfield oleksandr usyk lennox lewis dillian whyte deontay wilder roy jones jr derek chisora tyson fury espn
/content/MediaEval_NewsImages/Training Dataset/9E130426FE0EC5954430C80BD47B692C.jpg	Israeli president tells Congress his country is committed to democracy but concedes 'painful debate' tlaib pramila jayapal august pfluger kamala harris chaim herzog benjamin netanyahu isaac herzog during an oval office congress on white house
/content/MediaEval_NewsImages/Training Dataset/5D4A4E0CB0FF842AB6E8C071AB441377.jpg	North Carolina City Named One Of The Most Stressed Cities In The U.S. s census american community service
/content/MediaEval_NewsImages/Training Dataset/5167C172C6EC21CE0C24F652F889BFD8.jpg	A vast problem: Coast guard floats a new solution to problem of abandoned boats preston ryan brackenbury john roe darryl greer sun sea paul barrett bc ferries boats society camosun college
/content/MediaEval_NewsImages/Training Dataset/60B417578C33AA3598E7985F6A84FFB4.jpg	Bella Hadid and boyfriend Marc Kalman break up as she goes on 'medical leave' hadid marc kalman anwar hadid instagram
/content/MediaEval_NewsImages/Training Dataset/D65EF5C26DB08D9B820B81C82547550F.jpg	Lawyer says prosecuting Navajo chairman is bad precedent for Trump ballen ezra rosser bill clinton donald trump supreme court u s senate indian affairs committee cnn united states code talker museum white house american university mcdonald
